job_title,Number_of_Jobs,Average_Rating,Average_Salary
Data Privacy Professional,3,4.2,0.0
Data Quality Engineer,3,3.83,0.0
Data Scientist (Machine Learning),3,3.6,18.33
AI/ML Intern,3,3.3,4.73
Data Scientist Cyber Threat Intelligence,3,4.17,0.0
"Data Scientist II, Product Analytics",3,3.6,0.0
Business Advisor,3,3.6,0.0
Data Scientist Lead,3,3.13,0.0
Data Scientist Intern,3,3.2,11.5
Talend admin (5-10yrs),3,3.5,0.0
Data Scientist-,3,3.3,0.0
Data Scientist-AIML,3,3.6,0.0
AI/ML Engineer Generative AI,3,3.6,0.0
Data Security Engineer,3,3.43,0.0
"Data and Analytics Consultant, Google Cloud",3,4.4,0.0
Data and AI Consultant,3,4.2,0.0
Data analyst,3,3.97,0.0
Data engineer with Scala Experience,3,3.3,0.0
Data engineer - (AWS+PySpark),3,3.3,0.0
Data-scientist - Machine Learning & AI,3,3.8,0.0
Boomi Developer,3,3.7,0.0
Blender API Engineer,3,3.6,0.0
Databricks SQL Engineer (Pharma/Life Sciences background),3,3.6,0.0
Deep Learning Engineer,3,3.43,0.0
Delivery Operations Senior Analyst,3,3.7,0.0
Design Analyst,3,3.5,0.0
"AI/ML Development Engineer, Energy Domain",3,3.6,0.0
Supply Chain Data Analyst,3,3.8,0.0
Digital CM Consultant,3,3.4,0.0
Devops Engineer,3,3.73,0.0
Digital CRM Consultant,3,3.4,0.0
Digital Marketing Specialist,3,3.87,0.0
Digital UX Consultant,3,3.4,0.0
"Director, AI and Data Solution Engineering",3,3.9,0.0
"Big Data Engineer (Scala, Spark, Kafka, SQL Server)",3,3.3,0.0
ERP HCM Lead,3,3.4,0.0
EPM Lead (PC ARCS),3,3.6,0.0
ESM Sr Developer,3,3.4,0.0
ES Cloud SME,3,3.4,0.0
Electrical Design Engineer(Data Center/Semiconductor),3,4.2,0.0
Embedded Python Developer,3,3.4,10.33
Sr. Salesforce Developer,3,3.83,0.0
Sr.Test Engineer,3,3.1,0.0
Staff Engineer - Data Engineering,3,3.3,0.0
Engineer II,3,3.53,0.0
Engineer Conversational AI,3,3.6,0.0
Engineer - ML,3,2.7,0.0
AWS Lead Data Engineer,3,4.4,0.0
Accountant,3,4.27,4.33
Engineering Lead,3,3.5,0.0
Engineering Intern - Gen AI For FP&A Platform,3,1.6,14.0
Engineer- Manufacturing II IND,3,4.0,0.0
Engineer- Manufacturing I IND,3,4.0,0.0
English Gaming Support Agent,3,3.6,0.0
Executive Assistant To Managing Director,3,3.73,5.25
Expert Artificial Intelligence/Machine Learning Engineer,3,3.5,0.0
"Sr. Data Analyst, Payments",3,3.6,0.0
Sr. Executive - Talent Acquisition,3,3.6,0.0
Financial Business Analyst,3,4.17,2.67
Financial Data Analyst,3,3.7,4.0
Forward Deployed Engineer,3,3.0,0.0
Founding AI Engineer,3,3.6,0.0
Frontend Engineer,3,3.6,0.0
Frontend Developer,3,4.07,7.08
Front Office Executive,3,4.1,0.0
Full Stack Developer (MERN + LLMs),3,4.3,0.0
AI Trust & Security Engineer,3,3.6,0.0
"Full Stack Typescript, React Engineer",3,3.6,0.0
Full-Stack Developer (Python & React),3,3.73,0.0
GCP Data Architect,3,3.3,0.0
GEN AI Engineer,3,3.57,0.0
Sr Software Engineer,3,3.83,0.0
Sr Software Developer,3,3.7,0.0
Sr. Analyst,3,3.13,0.0
AI Specialist,3,3.53,0.0
AI Solutions Pre-Sales Engineer(Technical Sales),3,3.9,0.0
Generative Ai Engineer,3,3.4,7.5
Guidewire Billing Center (BC) Business Analyst,3,3.4,0.0
Guidewire Business Analyst,3,3.6,22.5
HR Data Analyst,3,3.97,2.83
Hr Data Analyst,3,3.6,0.0
I&F Decision Sci Practitioner Sr. Analyst,3,3.7,0.0
IICS Developer,3,3.7,0.0
IOT Software Engineer,3,3.6,0.0
Azure Fabric Data Engineer,3,3.6,0.0
IT Project Manager,3,3.9,0.0
Informatica BDM Big Data Engineer,3,3.6,15.5
Informatica MDM Developer,3,3.4,0.0
Inside Sales Manager,3,2.53,0.0
Sr Associate,3,3.0,0.0
Sr Commissioning Manager Data Center / Mission Critical Projects,3,2.9,0.0
Sr Machine Learning Engineer,3,3.5,0.0
Inside Sales Executive,3,3.63,0.0
Insurance - Business Analyst,3,4.3,7.67
AI Trainer,3,4.03,3.0
Inside Sales Representative,3,3.6,0.0
Java Back End Developer,3,3.67,0.0
Java & Python Developer,3,3.73,0.0
Jr. Data Scientist,3,3.87,0.0
Jr. Data Engineer,3,3.7,0.0
Jr. Business Analyst,3,3.07,0.0
Junior Accountant,3,3.6,1.17
Key Account Manager - Team Lead - EDC Retail,3,3.2,0.0
Specialist Data Scientist,3,3.7,0.0
Sr Analyst,3,3.13,0.0
Sr Analyst - Data Science,3,3.7,0.0
Lead - Data Scientist,3,3.93,0.0
AI Project Manager,3,3.8,0.0
AI Product Manager,3,3.83,0.0
Lead Aws Data Engineer-- US MNC (analytics),3,3.6,32.5
Lead Architect-Azure,3,4.0,0.0
Lead Architect,3,3.17,0.0
Axiom Business Analyst,3,3.6,0.0
Lead Data Engineer - ETL,3,2.97,0.0
"Lead I, Software Developer",3,4.0,0.0
"Lead I - SAP MDK, SAP Business Application Studio, SAP Web IDE",3,3.7,0.0
Lead Python Engineer,3,3.63,0.0
Lending Data Scientist,3,3.6,0.0
MIS & Reporting Analyst,3,3.57,0.0
MIS Professional,3,3.43,0.0
Software Principal Engineer - Integration,3,3.7,0.0
Spark Developer,3,3.1,0.0
Specialist - Data Engineering,3,2.97,0.0
MIS Executive and Analyst,3,3.3,3.5
ML Developer,3,3.6,0.0
"ML Engineer, Applied Science",3,1.5,0.0
MLOps/LLMOps Engineer,3,3.3,0.0
MS Fabric Data Engineer,3,3.3,0.0
Machine Learning Developer,3,3.17,9.0
Machine Learning,3,3.6,0.0
Machine Learning Engineer - II,3,3.5,0.0
Machine Learning Intern,3,3.87,9.33
Manager -Data Scientist,3,3.5,0.0
Measurement & Report Analyst,3,3.7,0.0
Associate Software Engineer,3,3.0,0.0
Mid-level Data Science Associate Consultant,3,3.6,0.0
AI & Automation Engineer,3,4.2,0.0
Software Engineer - Data Science,3,3.17,0.0
Software Engineer - Data Engineer,3,3.8,0.0
Analyst – Business Transformation,3,3.4,0.0
Software Engineer III,3,3.7,0.0
Software Engineer I,3,3.73,0.0
Mid-level AI Engineer (India),3,3.6,0.0
Mis Executive And Sales Coordinator,3,3.33,2.58
Mobile Application Developer,3,3.97,0.0
Associate Project Manager,3,3.87,0.0
"Associate Staff Consultant, Business Analyst",3,3.9,0.0
Mulesoft Developer,3,3.9,0.0
Murex Business Analyst - FM Products,3,3.6,0.0
Network Data Engineer,3,3.17,0.0
Opening For T24 Business analyst - Payments (Techno Functional),3,3.6,0.0
Operations Research Scientist / Sr. Operations Research Scientist,3,2.7,0.0
Operations Executive,3,3.83,2.33
Oracle Apps Technical Consultant,3,2.9,0.0
PHP Developer,3,1.5,0.0
Snaplogic Support Engineer,3,3.07,0.0
Packaged/SaaS Application Engineer,3,3.7,0.0
Performance Marketing Manager,3,2.97,0.0
Performance Marketer,3,3.43,2.0
Power BI Developer - Freelancer- Support Engineer,3,3.6,0.0
Power Platform Developer,3,3.47,0.0
Principal Business Systems Analyst,3,3.27,0.0
Principal Engineer - Electrical,3,3.93,0.0
Principal Software Engineer / SE IV,3,2.8,0.0
Product Management/Owner,3,4.1,0.0
Production Engineer,3,3.93,0.0
Project Associate,3,3.63,1.17
Senior Technical Consultant - Data and AI,3,3.3,0.0
Senior Test Engineer,3,3.0,0.0
Python + Gen AI Lead,3,4.1,0.0
Python AI/ML Developer,3,3.1,4.17
Python Backend Engineer,3,3.8,0.0
Python Backend Developer,3,3.53,0.0
Python Developer - Freelancer - Support Engineer,3,3.6,0.0
Associate Business Advisor,3,3.6,0.0
Associate Data Engineer,3,3.63,4.67
Python Developer Intern,3,3.63,14.0
Python Django Developer,3,4.07,0.0
Python Gen AI Developer,3,4.03,0.0
QA Automation Engineer,3,3.7,0.0
QA Automation,3,4.03,6.0
Quant Developer,3,3.1,0.0
RPA Lead - RPA - Offshore,3,4.1,0.0
Senior Software Engineer II,3,3.73,0.0
Senior Software Engineer I - MLOps,3,4.6,0.0
Senior Software Engineer AI Platform,3,2.8,0.0
Senior Software Engineer / Principal Engineer Networking software,3,2.9,0.0
"Senior Software Engineer, Core Experiences",3,2.3,0.0
"Analyst, LLMO",3,2.9,0.0
Senior Supply Manager - Delivery Partner,3,3.6,0.0
Senior Structural Design Engineer (Data Center projects),3,4.2,0.0
Record To Report Ops Senior Analyst,3,3.7,0.0
Record To Report Ops Analyst,3,3.7,0.0
Reporting and Forecasting Operational Analyst,3,4.1,0.0
Reporting Analyst,3,3.43,2.83
Responsible AI Engineer,3,3.7,0.0
Research Scientist,3,3.63,0.0
Revenue Operations Analyst,3,3.6,0.0
Robotics Engineer,3,2.47,4.67
SAP BI/BO Consultant,3,4.1,0.0
SAP Data and Analytics Architect,3,3.3,0.0
Senior Salesforce Business Analyst,3,3.7,0.0
Senior Site Reliability Engineer,3,3.3,0.0
Senior Sharepoint Developer,3,2.9,0.0
Senior ServiceNow Engineer,3,3.3,0.0
Senior Software Engineer - Frontend Angular,3,3.1,0.0
SEO Specialist,3,4.6,0.0
SEO Analyst,3,3.2,0.0
SR. Analyst,3,3.6,0.0
Sales Analyst,3,3.5,3.17
Sales Engineer,3,3.47,6.58
Sales Manager - Individual Contributor,3,4.0,0.0
Salesforce Administrator Senior,3,3.8,0.0
Assistant Manager MIS,3,3.6,0.0
Salesforce FSC Business Analyst,3,3.6,0.0
Senior Python Backend Developer,3,3.9,0.0
Senior Quality Analyst,3,4.07,0.0
Senior Sales Operations Analyst,3,3.43,0.0
Scientist,3,3.47,0.0
Senior .NET Developer,3,3.37,0.0
Senior AI / ML Engineer,3,3.87,0.0
Senior AWS DevOps Engineer,3,3.0,0.0
Senior Analyst - Asset Management,3,3.5,0.0
Senior Agentic AI Engineer,3,3.83,0.0
Senior Analyst - Data Science,3,3.67,0.0
Senior Big Data Engineer,3,3.47,0.0
AI Engineer - Agentic,3,2.97,0.0
Senior Business Analyst Dynamics 365,3,4.0,0.0
"Senior Business Analyst - Settlement, Treasury",3,3.73,0.0
Senior Business Process Analyst,3,3.9,0.0
Senior Camunda Developer,3,2.8,0.0
Senior Consultant - Business Consulting PI,3,3.4,0.0
Senior Consultant - Pega CLM/KYC,3,3.1,0.0
Architect - Data Engineering,3,3.4,0.0
Art Director,3,3.4,0.0
Senior Data Analyst II,3,3.6,0.0
AI Analyst,3,3.23,0.0
Senior Officer - CAT Axis,3,4.0,0.0
Senior Power Bi Developer,3,3.53,16.13
Senior Principal Engineer - Virtualization Engineering Specialist,3,3.2,0.0
Senior Principal Engineer - Data Engineering,3,3.2,0.0
Senior Product Analyst,3,3.43,0.0
Senior Data Engineer (Databricks / SDP / ADF) || Immediate Joiner,3,2.7,0.0
Senior Data Engineer (AWS),3,3.3,0.0
Senior Data Engineer Databr,3,4.2,0.0
Senior Data Platform Engineer,3,3.5,0.0
Senior Data Science Engineer,3,3.63,0.0
"Senior Data Scientist, Payments",3,3.6,0.0
Senior Data Scientist/ Data Scientist,3,4.0,0.0
Senior Lead Data Scientist GEN AI,3,2.97,0.0
"Senior ML Engineer, Applied Science",3,1.5,0.0
Senior Manager,3,3.43,0.0
Senior NLP Engineer(INDIA ONLY),3,3.6,0.0
Senior Mis Executive,3,3.57,4.37
Senior Developer,3,4.03,0.0
Senior DevOps Engineer,3,3.5,0.0
Senior Devops Engineer,3,3.37,0.0
Senior Engineer - Data Science,3,3.3,0.0
Senior Engineer- Power BI,3,4.0,0.0
Senior Executive,3,3.93,0.0
AI Application Engineer,3,3.2,0.0
Senior Full Stack Engineer (Product & AI-Focused),3,3.3,0.0
Application Developer-SAP ABAP HANA,3,3.9,0.0
Senior Java Full Stack Developer,3,3.3,0.0
Business Analyst Servigistics,3,3.3,5.5
Business Analyst – Retirement Planning,3,3.3,0.0
Business Analyst Professional,3,3.6,0.0
data scientist,3,3.6,11.0
.Net Developer - C2H Role,3,3.6,0.0
iOS Developer,3,3.87,0.0
Business Analyst- Market Risk- Counterparty credit risk (CCR),2,3.6,0.0
Zoho Developer,2,3.95,0.0
.NET Application Developer (React + AI Tools),2,3.4,0.0
Zoho CRM Developer,2,3.4,5.12
Acumatica ERP Developer,2,3.1,0.0
Workforce Planning Specialist,2,3.1,0.0
Yarns Sales & Marketing,2,3.3,0.0
ACN GN - SONG - C&S - MS Dynamics - Consultant,2,3.7,0.0
Walk-in || Data Scientist(AIML),2,3.3,0.0
Walk-in || Data Scientist(6+ yrs exp candidates only),2,3.3,0.0
Walk-in || Python Developer,2,3.3,0.0
Walk-in || Production Associate / Apprentice Trainee ZF Steering Gear India Ltd,2,3.6,3.0
Walk-in || Machine Learning Engineer,2,3.3,13.75
Web Developer,2,3.6,0.0
Business Coordinator,2,4.2,0.0
Business Development Manager & Bidding Analyst,2,3.6,0.0
Business Development Executive – Upwork Bidding,2,3.4,0.0
Business Development Specialist,2,3.8,0.0
Business Analyst FP &A Global Management Information (MI),2,3.3,15.0
Business Analyst Identity and Access Management,2,3.6,0.0
AWS Data Engineer - Redshift(Chennai / Pune/Indore/Bengaluru),2,3.3,0.0
"AWS Data Engineer - Glue , Lambda",2,3.3,0.0
AWS Data Engineer (Spark and Scala)- Chennai/Pune/Bangalore/Hyd/Delhi,2,3.3,0.0
Business Intelligence Consultant,2,3.4,0.0
Senior Executive - Operations and Service,2,3.9,0.0
Senior Executive - Operations,2,3.0,0.0
Senior Executive -Report Review,2,4.0,0.0
Senior FP&A & GL analyst,2,3.8,0.0
Senior Full Stack (React + Python ) Developer Role,2,4.0,0.0
Senior Full-Stack Engineer,2,3.3,0.0
Senior Full-Stack Developer,2,3.85,0.0
Senior Full Stack Engineer,2,3.45,0.0
Senior Gen AI Engineer,2,3.35,0.0
Senior GCP Data Engineer,2,3.6,14.0
Senior Informatica Developer,2,2.55,0.0
Application Engineer (Machine Vision),2,3.8,0.0
Senior KDB Developer,2,1.0,0.0
Senior Java Fullstack Developer,2,3.3,0.0
business analyst,2,2.95,0.0
Business Analyst cum Developer - MS SQL (MSSQL),2,3.8,6.0
Senior Lead Generative AI Engineer (IC),2,3.6,0.0
"Senior MLE - MLOps, Python, GCP, VertexAI, GKE",2,3.6,0.0
Senior Machine Learning Expert,2,3.7,0.0
Senior Manager - Data Scientist,2,3.4,0.0
Senior Manager - Data Science,2,3.2,0.0
Senior Manager - Business Intelligence,2,3.35,22.5
Ancestry-Data Science_Product Analyst_Replacement,2,3.35,0.0
Senior Manager : Business Intelligence & Reporting,2,3.8,0.0
Senior Deal Desk Analyst,2,3.85,0.0
Senior Developer Java & Python,2,2.8,0.0
Senior Developer IFS Cloud,2,3.7,0.0
Senior ETL Test Engineer,2,3.6,0.0
Senior Dot Net Developer,2,3.55,0.0
Senior Engineer - AI,2,3.35,0.0
Senior Engineer - Salesforce Data & AI,2,3.35,0.0
"Senior Engineer, ETL",2,3.9,0.0
Senior Data Science Associate,2,3.1,0.0
Senior Data Science Analyst,2,3.65,0.0
Senior Data Quality manager I,2,3.6,0.0
Senior Data Scientist - Agentic AI & LLMs,2,3.6,27.5
Senior Data Scientist I/II,2,4.3,0.0
Senior Data Scientist Cyber Threat Intelligence,2,4.3,0.0
Senior Data Scientist - Generative AI (LLM/RAG),2,3.6,27.5
Senior Data Scientist- Machine Learning,2,3.6,0.0
"Senior Data Scientist, Actimize",2,4.0,0.0
Architect,2,3.8,0.0
Apprentice - Operations,2,3.0,0.0
Senior Data Tester,2,3.3,0.0
Senior Data Steward,2,3.85,0.0
Senior Lead Data Scientist,2,3.45,0.0
Senior ML Lead,2,4.35,0.0
Senior MIS Executive,2,3.6,3.0
Senior Process Analyst,2,3.35,3.25
Angular Developer,2,3.35,0.0
Senior Principal Engineer - Applications Development .net Winforms,2,3.2,0.0
Senior Process Manager,2,3.1,0.0
Senior Data Analyst Cost Control,2,4.0,0.0
Senior Data DevOps Engineer,2,3.6,0.0
Senior Data Analytics Engineer,2,3.35,0.0
Senior Data Engineer (MS Fabric),2,3.5,0.0
Senior Data Engineer (Databricks),2,3.55,0.0
Senior Data Engineer ( MS Fabric),2,3.5,0.0
Senior Data Engineer | Snowflake Cortex,2,3.6,0.0
Senior Data Governance & Data Quality Lead – Informatica IDMC,2,3.6,0.0
Senior Data Engineers - MS Fabrics,2,3.6,0.0
Applied Scientist 5.5,2,3.7,0.0
Senior Data Protection Engineer,2,2.8,0.0
Senior Data Science Manager,2,3.1,21.25
Senior Business Consultant,2,3.65,6.0
Senior Business System Analyst,2,3.85,9.5
Senior Consultant - Business Consulting Risk,2,3.4,0.0
"Senior Consultant Strategy Consulting, Technology Practice",2,3.0,0.0
Architect - Dynamics CRM,2,3.6,0.0
Artificial Intelligence (AI) Lead,2,4.0,0.0
Article Assistant,2,2.6,0.0
AI Agent Specialist,2,3.6,0.0
Senior Data Analyst I,2,3.6,0.0
Senior Member of Technical Staff- Machine Learning,2,3.9,0.0
Senior Operations Analyst,2,3.6,0.0
Senior Officer - B - CAT,2,4.0,0.0
Senior PHP Developer,2,3.5,0.0
Senior PHP & Symfony: Backend Engineer,2,3.3,0.0
Senior Power BI Analyst,2,3.6,0.0
Senior Process Analyst - Celonis,2,3.85,0.0
Senior Analyst - Transfer Agency,2,2.6,0.0
Artificial Intelligence Architect/Lead,2,3.3,0.0
"Senior Analyst, Data Strategy",2,3.7,0.0
"Senior Analyst, Data Analytics",2,3.65,0.0
Senior Analyst-Data Engineer,2,3.5,0.0
Senior Analyst- Data Scientist,2,4.25,0.0
Senior Analyst/Data Scientist-GenAI,2,3.7,0.0
Senior Architect - Data Engineering,2,3.35,0.0
Senior App / Frontend Developer,2,3.3,0.0
Senior Associate Financial Due Diligence,2,3.4,0.0
Senior Azure Data Engineer (Fabric),2,4.0,0.0
Senior Backend Developer : Golang\/Python\/Java,2,4.9,0.0
Senior Business Analyst (Middleware & Integration),2,3.5,15.0
Senior Business Analyst - 2 Vaccancies - Pune and Ahmedabad,2,3.6,17.5
Senior Business Analyst - Validation Expert,2,3.1,0.0
Senior Business Analyst Wealth Management and Capital Markets,2,4.0,12.5
AI Engineer Intern,2,2.95,14.0
Artificial Intelligence and Machine Learning.,2,3.3,0.0
Artificial Intelligence Specialist,2,3.25,0.0
Artificial Intelligence Professional,2,4.65,0.0
Artificial Intelligence Intern,2,3.1,0.06
Senior AI/ML Engineer Generative AI & Machine Learning,2,3.6,0.0
Senior AI/ML Data Scientist,2,4.0,0.0
Senior AI/ML Architect Generative AI & Data Science,2,3.6,0.0
Senior Analyst - Business Consulting Risk,2,3.4,0.0
Senior Analyst - Data Engineering,2,3.45,0.0
Senior Analyst - Business Intelligence - HR/Talent Analytics,2,3.6,0.0
Senior Analyst - Business Consulting Risk - Process & Controls,2,3.4,0.0
Senior Analyst - Pega,2,3.8,0.0
Senior Analyst - HRIS Reporting,2,3.6,0.0
Senior Analyst - Forensics - Investigations & Compliance,2,3.4,0.0
Senior Analyst Business Intelligence Data Analyst,2,3.6,0.0
"Salesforce Technical Architect, Data & AI",2,3.3,0.0
Salesforce Support Engineer,2,3.6,0.0
Salesforce Solution Architect - Senior Manager,2,3.6,0.0
Sap Operator,2,3.7,1.75
Scala/Spark Developer,2,4.1,0.0
Scala Developer,2,4.05,0.0
Sas Data Analyst (Insurance Analytics),2,3.6,20.0
Scrum Master | Offshore | T Rowe Price Professionals,2,4.1,0.0
Security Architect,2,3.65,0.0
Secondary Market Analyst,2,3.6,0.0
Senior .Net Fullstack Developer,2,3.7,0.0
Senior .NET Full Stack Developer,2,4.0,10.75
Senior AI & Data Platform Engineer,2,3.85,0.0
Senior / Lead Data Engineer (Databricks),2,3.4,0.0
Senior AI Engineer - GIS Solutions,2,3.55,0.0
AI Developer / AI Engineer,2,3.6,0.0
Senior Project Manager-Technical,2,4.0,0.0
Senior Project Manager - Generative AI Data Operations,2,4.25,0.0
Senior Python/AI Engineer,2,3.5,0.0
Senior Python Full Stack _STG_MK,2,3.5,0.0
Senior QA/QC Data Analyst - Virtual Drive - 13th June 26,2,3.6,0.0
Senior Research Analyst,2,3.5,0.0
Senior Rating Analyst,2,3.55,0.0
Senior SAP B1 Implementation Consultant /Project Manager,2,4.5,0.0
Senior Sales Analyst - IN,2,3.35,0.0
Senior SQL Developer,2,3.8,6.5
Senior Security Facilitator,2,4.0,4.88
Senior Salesforce QA Engineer,2,3.4,0.0
Salesforce LWC Developer,2,3.6,0.0
Salesforce LWC Business Analyst Lead,2,3.6,0.0
Salesforce FSL Business Analyst,2,3.6,0.0
Salesforce QA,2,3.7,0.0
Assistant Operations Manager,2,4.3,5.88
Sales Operations Analyst,2,3.85,0.0
Sales Officer,2,3.6,0.0
Salesforce BSA/Product Owner,2,3.6,0.0
Salesforce Data 360 | SAP Sales and Distribution | Machine Learning,2,3.6,22.5
Salesforce CRM Analytics (Tableau Nxt + Data Cloud),2,3.6,0.0
Assistant Manager - Debt Management Services - SME,2,3.9,0.0
Assistant Manager - Debt Management Services - Consumer,2,3.9,0.0
Assistant Manager - Data Science,2,3.4,0.0
Salesforce Business Analyst/ Salesforce Functional Consultant,2,3.5,25.0
Salesforce Business Analyst cum QA (Sales/Service Cloud),2,3.0,20.5
Salesforce Engineer,2,3.85,0.0
Salesforce Developer Lead,2,3.7,0.0
Salesforce Data Cloud,2,3.7,7.25
Salesforce Data Analyst,2,3.6,10.0
Senior Product Owner,2,3.6,0.0
SAP PS Professional,2,3.4,0.0
SAS DATA Engineer,2,3.3,17.0
SDET Engineer,2,4.1,0.0
SCD Analyst,2,4.1,0.0
"Assistant Manager, Business Analytics",2,3.9,0.0
SENIOR BUSINESS ANALYST,2,4.05,0.0
SF Data Cloud developers-Scheduled Face To face interview-May 30th Sat,2,3.7,0.0
SF Data Cloud Developers-Scheduled F2F interview-May 30th Sat,2,3.7,0.0
SOFTWARE ENGINEER,2,2.4,0.0
SOC Analyst,2,3.5,0.0
SR. Business Analyst Agency Sales,2,3.6,0.0
SR. AI Developer,2,3.3,0.0
SR. Business Analyst-Agency Sales,2,3.6,0.0
Safety Officer,2,3.95,6.06
STEM Innovation Engineer,2,3.2,1.38
Sales Development Representative,2,2.6,0.0
Senior ServiceNow Developer,2,3.55,0.0
Senior Software Developer - Dot Net,2,3.1,0.0
Analytics Data Scientist,2,3.6,0.0
Senior Software Developer PYTHON,2,3.4,0.0
Senior Software Engineer - Data Science,2,2.8,0.0
Senior Software Engineer - Data Engineering,2,3.4,0.0
Senior Software Engineer - Data Engineer,2,3.35,0.0
Senior Software Engineer - Backend,2,2.5,0.0
SAP CPI,2,3.6,22.5
SAP FICO - Senior Analyst,2,3.6,0.0
SAP EWM,2,4.2,0.0
SAP EAM/PM Consultant,2,4.1,0.0
SAP Group Reporting Consultant,2,3.6,8.25
SAP Functional Consultant,2,4.25,0.0
SAP Project Manager,2,4.15,0.0
SAP PaPM Consultant,2,3.7,0.0
Risk Analyst,2,3.75,0.0
Rpa Developer with AA360,2,3.6,0.0
Risk and Compliance Senior Analyst,2,3.7,0.0
S&C Global Network - AI - Data Strategy - Analyst,2,3.7,0.0
S&C Global Network - AI - CMT Engineering - Senior Analyst,2,3.7,0.0
SAP ABAP Programming - Fiori - Contract,2,3.6,0.0
SALESFORCE TECHNICAL ARCHITECT,2,3.6,0.0
SAP Automation Tester,2,2.9,0.0
SAP Analytics Cloud Consultant,2,3.6,0.0
SAP BTP CPI Professional,2,3.6,0.0
Assistant Relationship Manager | Retail Banking-Fresher,2,3.6,3.0
SAP Business System Analyst Production Planning,2,3.5,0.0
SAP Business Analyst,2,3.8,0.0
Senior Snowflake Data Engineer,2,3.8,10.75
Senior Snaplogic Data Engineer,2,4.7,0.0
Senior Site Reliability Engineer I,2,3.6,0.0
"Senior Software Engineer, Data Engineering",2,2.75,0.0
Senior Software Engineering - CHN,2,4.1,0.0
"Senior Specialist Business Consultant, Actimize",2,4.0,0.0
AI / Machine Learning Engineer,2,3.6,0.0
Senior Specialist - Implementation Services,2,3.4,0.0
"Senior Staff Engineer, Delivery",2,3.9,0.0
Senior Technical Architect,2,3.5,0.0
Receptionist cum Admin Executive,2,3.8,0.0
Recruitment Intern,2,3.9,14.0
Reltio Integration Hub Developer,2,3.6,0.0
Regulatory Analyst,2,3.8,0.0
Regional Manager - CAT - Loyalty,2,4.0,0.0
Assistant Vice President - Sales,2,3.5,0.0
