company_name,Number_of_Jobs,Average_Rating
Brihat Infotech,1,4.4
Brightedge,1,1.7
Bright Money,1,3.1
Spinny,1,3.6
Spinebiz,1,2.6
Spice Technology Group,1,3.6
Spherule Foundation,1,4.9
Spes Manning Solutions,1,3.6
Speridian Technologies,1,3.5
Speedcrafts,1,4.5
Speed Engineering Solutions,1,3.8
Spectrum Management Services,1,3.6
Spectrum HR Consultants,1,3.6
Spectrum Filtration,1,3.9
SquareShift.co,1,4.0
Squapl Digital Media Technologies (opc),1,5.0
SpurTree Technologies,1,3.9
Spritle Software,1,3.8
Springer Nature,1,4.0
Springer Healthcare,1,4.1
Spring Time Software,1,4.6
Spreetail,1,3.6
Spraxa Solutions,1,3.6
Spotix,1,3.6
Spml Infra,1,4.0
Splash Math App,1,3.6
Broking Insurance Life & General Insurance,1,3.6
Brodos Ag,1,4.6
Broadway Infotech,1,3.2
Broadway,1,4.1
Bridgeloyalty Customer Experience Management,1,2.7
Bridge Et Al,1,3.6
Brid Tech Solutions,1,3.6
Brevard Public Schools,1,3.6
Breezy Hr,1,3.6
Brave Technologies,1,4.5
Brandpriest,1,3.6
BrandBurp Digital A Fluper Company,1,4.6
Brainworks Business Solutions,1,3.6
Srk Consulting,1,4.2
Srishta,1,4.6
Srinsoft Technologies,1,3.8
Srima Tech,1,4.7
Sri Sathya Sai Consultants,1,4.4
Squareshift Technologies,1,1.8
Squareboat,1,3.2
Bondsindia,1,2.1
Bolt Iot,1,3.2
Star Union Dai ichi Life Insurance (SUD Life),1,3.8
Star Trace,1,2.8
Star Entertainment,1,3.6
Stanquad,1,1.7
Standard Chartered,1,3.6
Stalwart Management Consulting,1,3.6
Staffingly,1,3.6
Staffigo Technological Services,1,3.4
Brainwave Solutions,1,5.0
Brainerhub,1,3.5
Brainbox Innovation Services,1,3.6
Bourgault Enterprise Solutions Llp,1,4.6
Boundaryless,1,3.6
Brigade Group,1,4.1
Blueleaf Energy,1,4.0
Bluebenz Digitizations,1,3.2
Blue Umbrella Limited,1,2.5
Blue Rose Technologies,1,4.0
Blue Lotus Technologies,1,3.2
Stellentcg,1,4.6
Stellantis,1,3.7
Starlight Hr Consulting,1,3.6
Starlabs Technologies,1,3.6
Stardust Cps,1,3.6
StarZen,1,3.6
Bossini Technologies,1,3.6
Borderless Access Panels,1,3.5
Booking Holdings,1,2.8
Bonn Tonn,1,1.0
Bonito,1,3.5
Stratsmith Private Limited,1,3.6
Straction Consulting,1,5.0
Strabus Software,1,4.0
Storilabs System,1,3.3
Storehippo,1,3.6
Sthira,1,4.3
Sterling Ornaments,1,3.5
Sterling Holidays,1,3.8
Sterling Emerson HR Services,1,3.6
Step One Step Ahead Llp,1,2.9
Steora Systems,1,3.6
Stemrobo,1,3.8
Bodal Chemicals,1,3.4
Bluevine,1,2.4
Bluerock Management,1,3.6
Blueoptima,1,2.9
Bloomberg Originals,1,4.9
Blogic Software Technology,1,3.9
Blobstation Bhopal,1,4.4
Bloatware It Solutions,1,3.6
Blitzpath Innovations,1,4.1
Bliss Marcom,1,3.6
Bliss International School,1,4.4
Bliss Gvs Pharma,1,4.1
Blismos Solutions,1,4.3
Student Grad,1,3.6
Stripe,1,2.8
Stringee,1,3.6
Strideone,1,3.2
Street Surge Technologies,1,3.6
Streamonweb,1,3.6
Streamforce Solutions,1,3.4
Summit Information Technologies Pvt. Ltd.c,1,1.7
Sumcon Infraventures,1,3.3
Suki,1,4.3
Sujata Computers,1,4.7
Suchi Semicon,1,3.6
Subex,1,3.4
Suavis India Software Services,1,3.4
Study.com,1,3.3
Study Palace Hub,1,3.6
Studio Graphene,1,4.2
Studio Farms,1,3.6
Studio Diseno,1,2.4
Studify Success,1,2.4
Blue Aves E-health,1,2.6
Blubridge,1,3.8
Bloomreach Technologies,1,4.3
Blanchard Research and Training,1,3.6
Blackngreen,1,3.1
Blackmores Group,1,3.6
Blackbull Law House,1,1.8
Black and white Business,1,3.6
Black and White Business Solutions Pvt. Ltd,1,3.1
Black Gambit Marketing & Technologies,1,3.6
Black Duck Software,1,4.0
Black Box,1,2.9
Superk,1,3.9
Superdoc App,1,3.6
Super Scholar,1,2.9
Suntek It Solution,1,3.6
Sunstar Precision Forge,1,3.3
Sunquest Information Systems,1,3.2
Sundaram Finance,1,3.9
Bix Bytes Solutions,1,3.7
Bitwise Solutions,1,3.6
Bitqcode Capital,1,3.6
Bitpastel,1,3.2
Surya Hospital,1,3.7
Surviva Technologies,1,3.9
Surveyvista,1,3.6
Surgo Health,1,3.6
Suretek Infosoft,1,4.5
Suresh Surana & Associates,1,3.2
Suraksha Diagnostics,1,3.7
Supro Consulting,1,3.6
Supreme Consulting,1,3.6
Superwise Construction Management Software,1,3.6
Superteams Ai,1,3.6
Blis,1,3.2
Biomatrix Healthcare,1,3.6
Biocube,1,2.3
Biocon Biologics Limited,1,4.0
Swarrnim Startup and Innovation University,1,3.2
Swaniti,1,1.7
Suzva Software Technologies,1,3.6
Suzuki Digital,1,4.2
Suviksan Technologies,1,5.0
Suryoday Small Finance Bank,1,3.9
Bizsol Technologies,1,3.6
Bizkonnect Solutions,1,4.6
Bizknowmics,1,4.0
Bizinso,1,2.9
Bizdeed Hr Solutions,1,3.6
Bizbrain Technologies,1,4.8
Biz Tech Analytics,1,3.1
Bigh Bull,1,3.6
SyncUp,1,3.6
Synapticure Inc,1,3.6
Synapseindia,1,3.6
Symphony Fintech,1,3.9
Sybrant Data,1,3.6
Swiss Learning Exchange,1,2.2
Swiftsafe,1,4.8
Bitontree,1,4.6
Bitkraft Technologies,1,1.8
Bitespeed,1,1.0
Bitchief Technology Services,1,4.1
Bismarck,1,3.6
Birdeye,1,3.1
Biotech Vision Care,1,3.6
Biomed Central,1,3.6
Synoris Information System Pvt Ltd,1,3.6
Syngenta,1,4.2
Synesis Consulting & Tech Solutions Private Limited,1,1.7
Synergylabs,1,3.6
Synergy Hpl Solutions Llp,1,3.6
Synergix Services Private Limited,1,4.2
Synectics Inc,1,4.7
Syncortex,1,3.9
Synconics Technologies Pvt. Ltd.,1,3.6
Bio Clean Turnkey Solutions,1,3.6
Bintech Group,1,3.6
Binaryfolks,1,3.6
Bima Kavach,1,4.3
Billroth Hospitals,1,3.5
Bigsun Technologies,1,4.0
Bigstep Technologies,1,4.3
Bharat Light & Power (BLP),1,3.1
Bhanzu,1,3.7
Bhaifi - 360 Wifi Solution,1,4.9
Beyondata Solutions,1,3.5
T&M services consulting Pvt. Ltd.,1,3.6
T R Chadha,1,3.6
T & A Hr Solutions,1,3.6
Syum Technology,1,2.4
Sysvine Technologies,1,4.2
Systems Technology Group (STG),1,2.8
Systechcorp Inc,1,4.5
Sysmic,1,4.2
Sysfort Systems,1,3.6
Sysedge Micro Informatics Private Limited,1,3.6
SysInfoTools,1,4.4
Sys Edge Micro Informatics,1,3.6
THE HR'S MANAGEMENT CONSULTANCY,1,3.6
TGC,1,3.6
TELUS International,1,3.5
TEKSKILL,1,3.6
TEG India,1,4.0
TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,1,2.9
TALENT HR NETWORKS,1,3.6
TAJ CONSULTNCY,1,3.6
T7E,1,3.7
T3am,1,3.6
T-Systems ICT India Pvt Ltd,1,3.7
Big4,1,3.6
Big and Reputed Leasing Company of Gujarat,1,3.6
Big 4 IT Consulting,1,3.6
Bidsandbeyond,1,3.8
Bharat Wire Ropes,1,3.6
Betanxt,1,3.3
Beta Technology,1,2.7
Bestex Research,1,3.6
Best Engineering Aids Consultancies Pvt Ltd,1,4.0
Best Engineering Aids & Consultancies (BEACON),1,4.0
Bert Labs,1,2.0
Berger Paints,1,3.7
Beracahsoft,1,3.6
Benzara Ecommerce,1,4.4
Benthon Labs,1,3.7
Benovymed Healthcare,1,3.6
TMD Network Solutions,1,4.2
TLD Group,1,3.6
TIH Foundation For Iot & Ioe,1,3.9
TIC Fiber,1,3.4
THE Young Wings Noida Sector 62,1,3.6
Beghou Consulting,1,3.7
Befree Business,1,3.2
Befisc,1,4.7
Beeu Tech,1,3.6
Beejapuri Dairy,1,3.9
Bee Management Consultancy Pvt. Ltd,1,3.6
Bean HR Consulting,1,3.6
Beam Healthcare,1,3.6
TR Chadha Co Llp,1,3.6
TPM Consultants,1,3.4
TPF Engineering,1,3.7
TP Digital Technologies,1,3.8
TOP MNC COMPANY,1,3.6
TNPSFL Technologies Pvt Ltd,1,3.1
TNPSFL Technologies,1,3.1
Beyondalphabet,1,3.6
Bayshore Intelligence Solutions,1,4.5
Baxter Planning,1,3.6
Battery Smart,1,3.3
Basiz Fund Service,1,2.9
Barracuda Networks,1,3.5
Taggd,1,3.6
Tabdelta Solutions,1,2.6
Taazaa Inc,1,4.0
Taashatech Infosolutions,1,4.0
TYASuite Software Solutions Pvt Ltd,1,2.7
TYA Business Solutions,1,2.7
TVS Next,1,3.6
Bennie,1,3.6
Benchmark It Solutions,1,2.8
Benchmark Global,1,3.6
Benchmark Developers,1,2.7
Banking,1,3.6
Ballyfabs International,1,2.0
Bakingo ( A Brand of FA Gifts Pvt Ltd),1,3.5
Bakerstreet Fintech,1,4.0
Baker Tilly Dhc,1,2.2
Talent Monitor Bangalore,1,3.6
Talent Corner Hr Services,1,3.6
Talendroid Technologies,1,4.1
Tala,1,4.1
Takshashila University,1,4.3
Take Two,1,2.9
Takachar,1,2.7
Tailoredcare,1,3.8
Bclericz,1,3.6
Bazaarvoice,1,3.1
Bayslope Business Solutions,1,2.2
Backrock Studios,1,3.6
Bacancy Technology,1,4.0
Babblebots AI,1,3.6
Babblebots,1,3.6
Babaji Shivram Clearing & Carriers,1,3.3
BVC Logistics,1,3.5
Talentwell Solutions,1,3.6
Talentpop App,1,3.6
TalentMint,1,3.6
Talent21,1,3.6
Talent Tribe Nexus,1,3.6
Talent Tribe Global,1,3.6
Talent Steer Partners,1,3.6
Bar Code India,1,3.6
Banu's Holdings Pte Ltd,1,3.6
Banner Engineering,1,4.4
BOL7.com,1,3.5
BNP Paribas,1,3.7
BNI,1,3.1
BMC Consultancy Services,1,3.6
BM CLOUD,1,3.6
Tata AutoComp,1,3.7
Tata AIA Life Insurance,1,3.9
Tarrina Health,1,3.6
Tanla Platforms,1,3.0
Tank Data Solutions,1,2.1
Tangibleheed Infotech,1,4.0
Tangentia,1,4.3
Bajaj Energy,1,4.3
Bafflesol Technologies,1,3.9
Badri Rai & Company,1,3.9
Backspace Consulting,1,3.6
BIG 4 MNC,1,3.6
BGHR INTERNATIONAL SERVICES PRIVATE LIMITED,1,3.6
BEST IT Solutions,1,3.6
BDO Rise,1,3.6
BCE Global Technology Centre,1,4.4
Taxblock India,1,2.5
Tax Connect Advisory,1,3.2
Tatvartha Health,1,3.6
TataMotors Campus Hiring,1,4.1
Tata Play Fiber,1,3.9
Tata Classedge,1,3.6
BTF Technology,1,3.6
BSC Solutions India Pvt Ltd,1,3.6
BRIGHTLY SOFTWARE INDIA,1,2.6
BRG Enterprise Solutions India,1,3.6
BOT Vfx,1,4.3
Azista Bst Aerospace,1,3.4
Azim Premji Foundation,1,3.8
Azeus Convene,1,2.9
Ayursh Technologies,1,3.6
Aye Finance,1,4.1
Tech Firefly,1,3.5
Teccorps,1,4.7
Teamware Solutions,1,3.6
Teamovation Services,1,3.6
Tealvue Software Solutions,1,3.6
Tealogy,1,2.8
Teachers Insurance and Annuity Association of America (TIAA),1,3.7
Tea Research Association,1,4.1
Tayana Mobility Technologies Pvt Ltd,1,3.6
Taxmann Publications,1,3.2
BIG Language Solutions,1,2.9
Axium Global Pvt Ltd,1,3.9
Axis Asset Management Company,1,3.7
Axience,1,3.6
Awign Expert,1,3.6
Awfficacy Global,1,4.4
Techaim Information Technologies,1,4.1
TechBiz Global,1,3.6
Tech Zenon,1,3.6
Tech Mahindra Business Services (TECHMBS),1,3.6
BCC Martech,1,3.0
BAY Area Technology Solutions,1,5.0
BAJEL PROJECTS LIMITED,1,4.2
B3intelligence,1,1.7
B2C travel tech & booking platforms,1,3.6
Azure Power,1,3.9
Azmarq,1,5.0
Technosoft Engineering,1,3.9
Technophilic,1,4.0
Technopals India,1,4.2
Technogeekz,1,3.6
Technofra,1,3.6
Techno Tackle Software Solutions,1,5.0
Techno Exponent,1,3.8
Technix India Solutions,1,2.6
Technext Technosoft,1,4.6
Techmayntra Services,1,3.6
Techknomatic,1,4.4
Techinduct,1,3.6
Techiguru India,1,3.6
Techathalon Software,1,2.2
Techasoft,1,3.3
Axtrum Technologies (formerly BlueThread Solutions),1,3.9
Avignaab,1,3.6
Aviato consulting,1,3.6
Avertis Infotech,1,5.0
Avendus,1,3.9
Avati Consulting Solutions,1,2.8
Avasant,1,3.6
Avantor,1,3.6
AvantEdge Business,1,3.8
Avanse Financial Services,1,3.8
Techster It Services,1,3.6
Techstar Software Development India,1,4.1
Techspawn,1,3.3
Techplus Media,1,3.2
Techocipher It Solution,1,4.9
Technosys Solutions (India) Pvt. Ltd,1,4.8
Technostacks Infotech,1,4.3
Autuskey,1,3.6
Automotive Technology,1,3.6
Automotive Mastermind,1,3.6
Tejas Pharma Kolkata,1,5.0
Tectree Consulting,1,3.6
Tectra Technologies,1,3.2
Tecqubes Technologies,1,4.0
Tecnova India,1,3.3
Tecnicas Reunidas,1,4.8
Teclogos Automation,1,3.8
Techvein,1,4.5
Avtech Software,1,4.5
Avtech,1,3.5
Avtar The Power of Diversity,1,3.6
Aviva India,1,3.4
Avis E Solution,1,4.0
Augie,1,3.1
Audtech Solutions,1,3.6
Audigold Virtual Services,1,4.9
Tekskills Ind,1,3.6
Tekonika Technologies,1,1.8
Tekolutions Ai,1,3.6
Teknotrait Solutions,1,4.2
Tekminders,1,4.2
Tekion,1,3.2
Avani Infosoft,1,3.4
Avani Consulting,1,3.6
Avalon Global Research,1,2.6
Avaada Energy,1,4.3
Ava international pvt. ltd.,1,4.2
Auxidane,1,4.2
Auxano Global Services (AGS),1,3.1
Terminalapps Pvt.,1,3.6
Terawe Technologies,1,3.3
Teqlume Solutions Llp,1,3.6
TensorIoT Inc,1,2.5
TendersCertificate.com,1,3.6
Telloquent,1,4.7
Teleperformace,1,3.6
Telefonica Tech,1,3.6
Tekskills India private Limited (CMMI Level 3),1,3.6
Automationedge,1,2.8
Authenu,1,3.6
Aurven,1,2.7
Auroville Consulting,1,4.4
Auriga It,1,4.3
Aura Placement Consultants,1,3.6
Augray,1,4.0
Attesa Coffee,1,3.6
Attarix Talent Solutions Mumbai,1,3.6
Atria Convergence Technologies (ACT),1,3.8
Atomic Arts India,1,3.2
Atomberg Technologies,1,3.8
Atlength Buildtech And Interiors,1,4.7
Atlas Softweb,1,3.3
Atlas Copco,1,4.1
Testometer,1,3.6
Testgrid,1,3.3
Tessolve,1,3.3
Terveys Technology Solutions,1,4.6
Terrific Minds,1,4.0
Terralogic Software Solutions,1,2.8
Terra Edgesoft,1,3.6
Terra Blue Exploration Technologies,1,3.6
Athena Education,1,3.9
Astron Zircon,1,5.0
Astranova Mobility,1,3.7
Astralinx,1,3.9
The Alchemist Ark,1,3.7
The Adroit,1,4.4
Tharare Global Solutions,1,3.6
Tezlogic,1,3.6
Texperts India,1,4.2
Texmaco Rail & Eng,1,3.8
Texas Instruments,1,3.7
Texala India,1,2.8
Tex Corp,1,3.6
Teva Active Pharmaceutical Ingredient,1,3.4
Tether Operations,1,3.6
Attify,1,3.6
The Lifetime Value Co,1,3.6
The LHR,1,3.6
The Intellify,1,3.8
The India Sanitation Coalition,1,3.3
The Hartford,1,4.6
The Hans Foundation (THF),1,4.1
The Geographic Planning Collaborative Group,1,3.6
The Fast Way,1,5.0
The Concrete Shop,1,3.6
The Best Enterprises,1,3.6
The Asia Group,1,3.6
Atlantic Publishers & Distributors,1,3.2
Atkins Global,1,3.8
Atidan Technologies,1,4.2
Athena Infonomics,1,3.9
Athena Executive Search And Consulting,1,3.6
Assetbridge,1,3.6
Assembly Health,1,3.6
Assago Industries Pvt. Ltd.,1,3.5
Assa Abloy Entrance Systems,1,3.6
Aspire Software,1,3.8
Aspire Lifestyles,1,2.4
Aspire Disruptive Skill Foundation(ADS Foundation),1,3.1
Aspiration,1,3.6
The Vaan Group,1,3.6
The Tech Ravens,1,3.9
The Real Estate Connect,1,3.6
The Product Guys,1,4.2
The Perfect Click,1,3.6
The Night Marketer,1,4.2
The New Indian Express,1,3.9
The Nabha Foundation,1,3.6
Thinkbioai,1,3.6
Thinkaloud Consulting,1,3.6
Thinkagain Educational Services,1,5.0
Think Gestalt,1,3.3
Think Evolve Consultancy,1,3.6
Thiess,1,3.5
Thieme Medical and Scientific Publishers Private L,1,4.1
Thermotech Systems,1,3.2
Thence: The Product Success Company,1,4.0
Thecloudtree,1,4.7
TheHireHub.AI,1,3.6
TheEssencials,1,3.6
Assurant Automotive Warranty Solutions,1,4.0
Asstron E-Services,1,4.9
Associate Allied Chemicals,1,3.8
Assetmonk,1,4.4
Ascent Cyber Solutions,1,4.5
Ascent Consulting Services,1,3.6
Ascendency Infosystems,1,4.7
Ascend Performance Materials,1,4.0
Asahi India Glass (AIS),1,3.8
Aryanco,1,3.6
Thyssenkrupp Polysius,1,3.6
Thynx Labs,1,3.7
Thuse Elektronics,1,3.9
Thoughtmate Systems,1,4.1
ThoughtFocus,1,3.3
Thirstyfish,1,1.0
Third Eye Consulting,1,3.6
Thinkwik,1,4.2
Thinkproject,1,2.1
Thinkbotic Technology,1,3.6
Tomorrow World Technology,1,3.6
Together Light,1,4.9
Tod Technologies In,1,3.6
Tivona Global Technologies,1,4.3
Titagarh Rail Systems,1,2.6
Tipsons Group,1,4.0
Tinker Coders,1,2.6
Timus Consulting Services,1,4.0
Timelyai Technologies,1,1.9
Time Line Investments Bangalore,1,3.6
Tigmaminds,1,4.0
Tieto,1,4.1
Tide Software,1,3.6
Aspee Agro Equipment,1,2.6
Asky Services Llp,1,5.0
Asian Education Group,1,3.5
Arush Gas Technology Services,1,2.0
Arunarcis Solutions,1,3.6
Artoon Solutions,1,4.0
Arting Digital,1,4.8
Artificial Learning Systems,1,4.0
Arthan,1,3.2
Arth I Soft,1,3.1
Arteria,1,2.6
Tops Infosolutions,1,3.8
Toprankers,1,3.6
Top Rated IT Organization,1,3.6
Top Rated IT Enterprise,1,3.6
Top Rated IT Corporation,1,3.6
Top Mentor,1,4.5
Top Hire,1,3.6
Top Global Consulting Firm,1,3.6
Arpan Infrasolution,1,4.0
Arpan,1,4.0
Aroha Technologies,1,2.8
Armstrong Fluid Technology,1,3.6
Armory Gurugram,1,5.0
Armee Infotech,1,3.3
Training Basket,1,4.4
Tractors and Farm Equipment (TAFE),1,3.9
Touchstone Educationals,1,3.3
TotalEnergies,1,3.7
Toshiba JSW Power Systems,1,4.3
Torrent Power,1,3.7
Tops Security,1,4.3
Aryaka Networks,1,3.1
Arya.ai,1,4.6
Arvind SmartSpaces Limited,1,4.0
Trelleborg,1,3.7
Treis Solutions,1,3.6
Trefis,1,4.3
Treebo Hotels,1,3.2
Traveltriangle,1,3.5
Traveltime Car Rental,1,3.6
Travelpulse Venture,1,3.6
Travel Designer Group,1,2.5
Travclan,1,3.5
Trantor,1,3.8
Transsight Software,1,2.3
Transperfect,1,3.0
Transaction Network Services,1,3.0
Arsenaltech,1,2.5
Arrow Electronics,1,4.2
Array Innovative Services,1,4.3
Arizon Digital,1,3.6
Arivon Technologies,1,4.4
Aritha Consulting Services,1,4.2
Argus India Price Reporting Services,1,3.4
Areterix Technologies,1,3.6
Arete Careers (opc),1,3.6
Ares India,1,3.0
Trident It Consulting,1,3.6
Trident Creation,1,4.2
Tribes Communication,1,3.3
Tribastion Technologies,1,2.2
Trianz,1,3.7
Triad Square Infosec,1,3.7
Trexquant Investment LP,1,3.6
Trent Limited,1,3.8
Trend Micro,1,3.9
Arcelormittal,1,4.0
Arbaan Gt,1,2.2
Aranca,1,3.4
Aquaconx Solutions,1,3.6
Aquachem Industries,1,4.9
Aqb Solutions,1,4.3
Trubridge,1,3.8
Tror,1,3.6
Trium Infosolutions,1,3.6
Tripjack,1,3.9
Tripgain,1,3.8
Trionix Life Sciences,1,3.6
Trinus Corporation,1,4.4
Arman Financial Services,1,3.8
Arkha Systems India,1,3.6
Ark Solutions,1,3.8
Appsmartz,1,4.2
Appseconnect,1,3.4
Appscrip,1,2.8
Truliv Properties Services Chennai,1,3.9
Trukky,1,4.6
Truefy,1,3.6
Truefocus Automation,1,5.0
Truebodh Technologies,1,4.1
TrueBlue,1,3.6
True Value Infosoft,1,4.9
True Tech Professionals,1,3.6
Ardorcomm Media,1,3.5
Arctic Invent,1,3.8
Arcon Marketing,1,3.6
Arcitech,1,4.1
Arcesium,1,3.4
UE Autotech (i),1,3.9
U2o3 Infotech,1,3.6
U-set Consulting,1,2.5
Tweeny,1,3.6
Tuteck,1,4.2
Turtlemint,1,3.7
Turgon Ai,1,3.6
Turabit Solutions,1,3.4
Tuple Technologies,1,3.8
Tundra Technical Solution,1,3.6
Tulja Estate,1,3.6
Aptia Group,1,2.7
Appzoy Technologies,1,5.0
Apptread,1,3.6
Appster,1,3.9
Appsource Services,1,3.1
Apprication,1,3.2
Appquarterz Technologies,1,4.2
Appmysite,1,1.0
Appmomos.com,1,3.6
Applied Software,1,5.0
Applied Research Works India,1,3.2
Appizion Consulting & Solutions,1,2.1
Appiness Interactive,1,4.3
USHA International,1,4.0
US Staffing Firm,1,3.6
US Software Services Group,1,3.6
US Healthcare prod dev,1,3.6
US Based Management Consulting Firm,1,3.6
UPC Renewables India,1,4.3
UOB,1,3.6
UL Solutions,1,3.9
Apollo Asia Travel Group,1,3.6
Apmh & Associates,1,4.6
Apister Lifesciences,1,5.0
Apexon,1,3.3
Apex Heart Institute,1,3.9
Apex Analytix Technology,1,2.6
Ultragits,1,4.9
Ultimez Technology,1,4.4
Ultimate Sun Systems,1,3.6
Ulektz Learning Solutions,1,3.7
Udbhabana Business Solutions Jabalpur,1,3.6
Udaan Skills,1,3.6
USV,1,4.0
USHEMA MANSYSTEM PVT LIMITED,1,3.6
USHANKK ENTERRPRISES PRIVATE LIMITED,1,3.6
Apps For Bharat,1,4.4
Unitech,1,3.7
Unisys,1,3.4
Unistanz Software,1,3.5
Unison Group Com,1,3.6
Unipolar Technologies,1,3.6
Uniphore Software Systems,1,3.0
Unipath Solutions,1,3.7
UnifyApps,1,3.6
Unified Workplace,1,4.5
Unified Credit Solutions,1,2.8
Uneecops Technologies,1,3.7
Uncharted Infolabs,1,3.6
Unbox Robotics,1,4.0
Umicore,1,4.4
Appglide,1,3.7
Apollo Hospitals,1,4.0
Aparajitha Corporate Services,1,3.8
Apagen Solutions,1,4.7
Apac News Network,1,3.1
Anzen Exports,1,3.5
Anywhere Real Estate Inc,1,2.7
Anutham Technologies,1,4.6
Anudip,1,4.1
Antworks,1,3.4
Antuit,1,3.4
Ants Digital,1,1.7
Universal Council For Vocational And Skills Education,1,3.6
Unity Small Finance Bank,1,3.6
Unitel Contact Centres,1,2.1
United Layer,1,4.4
United Eduplus,1,4.8
United Business,1,3.6
Usaindiacfo,1,3.6
Urbint,1,2.8
Urban Management Centre,1,3.8
Uranus Oil,1,3.6
Upsurge Infotech,1,4.5
Upman Placements,1,3.6
Uplevyl,1,3.6
Uplers,1,3.6
Upkar Leasing And Finance Company,1,3.6
Updraft,1,3.6
Updater Services (UDS),1,3.7
Up Market Research,1,3.0
Unyscape Infocom,1,4.1
Unosimple Technologies,1,4.2
Univision Softech,1,4.2
Apeiron Global,1,4.6
Ansi Bytecode,1,4.3
Anovip,1,3.2
Anolytics,1,2.5
Anokhi Tv,1,3.6
AnnexMed,1,3.2
Anmol Industries,1,4.3
Ankyah Infinity,1,4.9
Ankpal Technologies,1,3.6
V Group Inc.,1,3.6
Uvation,1,3.7
Uttrayon Properties,1,3.6
Utkarsh Small Finance Bank,1,3.6
Utimaco,1,5.0
Utah Tech Labs,1,3.1
Ustraa,1,3.0
Usdc Global,1,2.5
Anekant Group,1,4.5
Anantam Hr Surat,1,3.6
Anantaa Gsk Innovations,1,3.1
Ananta Labs Rajkot,1,3.6
VML ES,1,3.5
VMA Architects,1,3.5
VH Mobile Metrics,1,3.6
VE3,1,4.0
VDart Software Services,1,4.0
VBeyond Corporation,1,3.6
VALUEWING CONSULTANCY SERVICES (P) LTD,1,3.0
V5 Global,1,3.6
Antarmanh,1,3.2
Antara Foundation,1,3.2
Antano & Harini Legacy Accelerators,1,4.2
Antal International,1,3.6
Valuebound,1,2.3
ValueLabs,1,3.6
Value Prospect,1,3.6
Valmet,1,4.0
Valens Datalabs,1,4.4
Vaisesika Consulting,1,3.9
Vaibhav Vyapaar,1,2.9
Vadvice Consulting Services,1,3.6
VS2 Digital,1,3.6
VR Consulting,1,3.6
VML Enterprise Solutions,1,3.5
Ankercloud,1,3.3
Aniruddha Telemetry Systems,1,2.5
Anirat Contracts,1,4.5
Animal Health Pathology Lab,1,5.0
Anicca Data Science Solutions,1,4.2
VasyERP,1,3.5
Vasu Healthcare,1,4.8
Vashishth Tech Enterprise (VTE),1,3.6
Vashi Electricals,1,3.8
Varuna Integrated Logistics,1,3.7
Varun Beverages Limited,1,4.0
Varija Lifestyles,1,3.2
Variance Infotech,1,2.7
Vareli Tecnac,1,3.7
Vara Infrovate,1,3.8
Vanya It,1,3.6
Vantageiq Technologies,1,3.6
Vandey Consultancy Services,1,3.9
Valvoline Cummins,1,4.0
Valuemap Technologies,1,3.4
Valuelabs,1,3.4
Analyticstash,1,3.6
An MNC Client Of Capital Placement Services Gurgaon,1,3.6
An IT MNC,1,3.6
"An Advanced Data Science, Data Engineering and Data Visualization Corporation",1,3.6
Amway,1,4.0
Amudhalakshmi Systems,1,3.8
Amroar Technologies,1,3.3
Amrita Vishwa Vidyapeetham,1,3.7
Amrit Cement,1,3.9
Vee Healthtek,1,3.8
Vedak,1,3.6
Vecmocon Technologies,1,3.9
Vconnect Global,1,1.6
Vcomply,1,1.4
Vayuz Technologies,1,3.6
VaynerX,1,2.8
AltezzaSys,1,3.6
Alternative Path,1,3.2
Altera Digital Health,1,3.0
Venturesoft,1,5.0
Venture7 Technology,1,3.1
Venera Technologies,1,2.3
Velox Solutions,1,4.2
Vellstone,1,3.6
Vehant Technologies,1,3.9
Vega Intellisoft,1,3.6
Ample Technologies,1,3.7
Amiand Consulting,1,4.2
Ambition Colonisers,1,3.6
Ambit Switchgear,1,4.0
Anand Erp India,1,3.6
Anamallais Agencies Madurai,1,4.0
Versuni Netherlands,1,3.6
Vermilion Cosmetics,1,3.8
Veritas Software Technologies India Private Limited,1,3.9
Veripoint Technologies,1,3.6
Veripark,1,3.0
Verinite Technologies,1,4.2
Verifacts,1,3.2
Vericence,1,3.6
Verdictum,1,1.0
Amazin Automation Solutions India,1,3.4
Amar Cars,1,3.9
Amakshar Technology,1,3.6
Amaeka Technologies,1,3.6
Alumnus Software,1,3.8
Altius Telecom Infrastructure Trust,1,3.6
Altfort Capital,1,4.7
Alpha Analytics Services,1,4.1
Alpaca,1,3.6
Alorica,1,3.0
Aloha Technology,1,2.7
Viavi Solutions,1,3.2
Viatrix Engineering & Plastic,1,4.9
Viasat,1,3.2
Viamz Technologies,1,3.6
Viacom India,1,1.0
Vhive,1,3.6
Vetriforge Technologies Private Limited,1,3.6
Verve Systems,1,4.4
Verve Financial Services,1,3.7
Vertscend Automation,1,2.0
Vertiscript Global It Services,1,4.8
Vertex Interiors,1,4.5
All India Disaster Mitigation Institute,1,3.6
Vimarsh Development Solutions,1,3.5
Viha Digital Commerce(VDC),1,3.8
Videomining Corporation,1,3.6
Vide Alpha Tech Services,1,2.3
Vida - Digital Identity,1,2.6
Vibry Business Solutions,1,3.1
Vibrant Design,1,3.6
Vibeosys Software,1,4.8
Alten,1,3.5
Altek Institution,1,3.6
